Protein,Cluster
GCF_004107895_1_ASM410789v1_genomic',cluster5
GCF_004107945_1_ASM410794v1_genomic',cluster5
GCF_004107965_1_ASM410796v1_genomic',cluster5
GCF_004107975_1_ASM410797v1_genomic',cluster5
GCF_004107985_1_ASM410798v1_genomic',cluster7
GCF_004108005_1_ASM410800v1_genomic',cluster1
GCF_004108045_1_ASM410804v1_genomic',cluster5
GCF_004108055_1_ASM410805v1_genomic',cluster1
GCF_004108065_1_ASM410806v1_genomic',cluster4
GCF_004108075_1_ASM410807v1_genomic',cluster5
GCF_004108125_1_ASM410812v1_genomic',cluster1
GCF_004108145_1_ASM410814v1_genomic',cluster5
GCF_004108155_1_ASM410815v1_genomic',cluster4
GCF_004108165_1_ASM410816v1_genomic',cluster5
GCF_004108185_1_ASM410818v1_genomic',cluster5
GCF_004108205_1_ASM410820v1_genomic',cluster5
GCF_004108245_1_ASM410824v1_genomic',cluster7
GCF_004108255_1_ASM410825v1_genomic',cluster1
GCF_004108265_1_ASM410826v1_genomic',cluster5
GCF_004108305_1_ASM410830v1_genomic',cluster5
GCF_004108315_1_ASM410831v1_genomic',cluster1
GCF_004108345_1_ASM410834v1_genomic',cluster4
GCF_004108355_1_ASM410835v1_genomic',cluster5
GCF_004108365_1_ASM410836v1_genomic',cluster7
GCF_004108375_1_ASM410837v1_genomic',cluster5
GCF_004108415_1_ASM410841v1_genomic',cluster5
GCF_004108445_1_ASM410844v1_genomic',cluster5
GCF_004108455_1_ASM410845v1_genomic',cluster5
GCF_004108465_1_ASM410846v1_genomic',cluster4
GCF_004108475_1_ASM410847v1_genomic',cluster5
GCF_004108485_1_ASM410848v1_genomic',cluster5
GCF_004108545_1_ASM410854v1_genomic',cluster5
GCF_004108565_1_ASM410856v1_genomic',cluster5
GCF_004108575_1_ASM410857v1_genomic',cluster5
GCF_004108585_1_ASM410858v1_genomic',cluster4
GCF_004108595_1_ASM410859v1_genomic',cluster5
GCF_004108645_1_ASM410864v1_genomic',cluster1
GCF_004108665_1_ASM410866v1_genomic',cluster5
GCF_004108675_1_ASM410867v1_genomic',cluster5
GCF_004108685_1_ASM410868v1_genomic',cluster4
GCF_004108695_1_ASM410869v1_genomic',cluster5
GCF_004108745_1_ASM410874v1_genomic',cluster1
GCF_004108765_1_ASM410876v1_genomic',cluster5
GCF_004108785_1_ASM410878v1_genomic',cluster5
GCF_004108795_1_ASM410879v1_genomic',cluster7
GCF_004108815_1_ASM410881v1_genomic',cluster5
GCF_004108825_1_ASM410882v1_genomic',cluster5
GCF_004108845_1_ASM410884v1_genomic',cluster4
GCF_004108885_1_ASM410888v1_genomic',cluster5
GCF_004108905_1_ASM410890v1_genomic',cluster4
GCF_004108915_1_ASM410891v1_genomic',cluster1
GCF_004108935_1_ASM410893v1_genomic',cluster5
GCF_004108945_1_ASM410894v1_genomic',cluster5
GCF_004108955_1_ASM410895v1_genomic',cluster5
GCF_004109005_1_ASM410900v1_genomic',cluster5
GCF_004109025_1_ASM410902v1_genomic',cluster5
GCF_004109035_1_ASM410903v1_genomic',cluster1
GCF_004109045_1_ASM410904v1_genomic',cluster4
GCF_004109055_1_ASM410905v1_genomic',cluster1
GCF_004109105_1_ASM410910v1_genomic',cluster5
GCF_004109125_1_ASM410912v1_genomic',cluster1
GCF_004109135_1_ASM410913v1_genomic',cluster5
GCF_004109145_1_ASM410914v1_genomic',cluster5
GCF_004109165_1_ASM410916v1_genomic',cluster5
GCF_004109195_1_ASM410919v1_genomic',cluster5
GCF_004109215_1_ASM410921v1_genomic',cluster5
GCF_004109245_1_ASM410924v1_genomic',cluster5
GCF_004109255_1_ASM410925v1_genomic',cluster7
GCF_004109265_1_ASM410926v1_genomic',cluster5
GCF_004109285_1_ASM410928v1_genomic',cluster1
GCF_004109315_1_ASM410931v1_genomic',cluster5
GCF_004109335_1_ASM410933v1_genomic',cluster5
GCF_004109405_1_ASM410940v1_genomic',cluster5
GCF_004109415_1_ASM410941v1_genomic',cluster5
GCF_004109425_1_ASM410942v1_genomic',cluster1
GCF_004109435_1_ASM410943v1_genomic',cluster5
GCF_004109445_1_ASM410944v1_genomic',cluster1
GCF_004109505_1_ASM410950v1_genomic',cluster1
GCF_004109515_1_ASM410951v1_genomic',cluster7
GCF_004109525_1_ASM410952v1_genomic',cluster4
GCF_004109535_1_ASM410953v1_genomic',cluster5
GCF_004109565_1_ASM410956v1_genomic',cluster5
GCF_004109605_1_ASM410960v1_genomic',cluster5
GCF_004109615_1_ASM410961v1_genomic',cluster1
GCF_004109625_1_ASM410962v1_genomic',cluster7
GCF_004109635_1_ASM410963v1_genomic',cluster1
GCF_004109645_1_ASM410964v1_genomic',cluster5
GCF_004109705_1_ASM410970v1_genomic',cluster1
GCF_004109715_1_ASM410971v1_genomic',cluster1
GCF_004109725_1_ASM410972v1_genomic',cluster5
GCF_004109765_1_ASM410976v1_genomic',cluster5
GCF_004109775_1_ASM410977v1_genomic',cluster5
GCF_004109825_1_ASM410982v1_genomic',cluster5
GCF_004109835_1_ASM410983v1_genomic',cluster1
GCF_004109845_1_ASM410984v1_genomic',cluster1
GCF_004109855_1_ASM410985v1_genomic',cluster5
GCF_004109865_1_ASM410986v1_genomic',cluster5
GCF_004109925_1_ASM410992v1_genomic',cluster5
GCF_004109935_1_ASM410993v1_genomic',cluster1
GCF_004109945_1_ASM410994v1_genomic',cluster5
GCF_004109975_1_ASM410997v1_genomic',cluster5
GCF_004109985_1_ASM410998v1_genomic',cluster5
GCF_004110025_1_ASM411002v1_genomic',cluster7
GCF_004110035_1_ASM411003v1_genomic',cluster1
GCF_004110045_1_ASM411004v1_genomic',cluster5
GCF_004110055_1_ASM411005v1_genomic',cluster5
GCF_004110075_1_ASM411007v1_genomic',cluster5
GCF_004110125_1_ASM411012v1_genomic',cluster1
GCF_004110135_1_ASM411013v1_genomic',cluster5
GCF_004110155_1_ASM411015v1_genomic',cluster4
GCF_004110185_1_ASM411018v1_genomic',cluster1
GCF_004110195_1_ASM411019v1_genomic',cluster7
GCF_004110225_1_ASM411022v1_genomic',cluster5
GCF_004110245_1_ASM411024v1_genomic',cluster5
GCF_004110255_1_ASM411025v1_genomic',cluster1
GCF_004110265_1_ASM411026v1_genomic',cluster5
GCF_004110305_1_ASM411030v1_genomic',cluster1
GCF_004110325_1_ASM411032v1_genomic',cluster5
GCF_004110335_1_ASM411033v1_genomic',cluster7
GCF_004110345_1_ASM411034v1_genomic',cluster5
GCF_004110365_1_ASM411036v1_genomic',cluster5
GCF_004110375_1_ASM411037v1_genomic',cluster5
GCF_004110425_1_ASM411042v1_genomic',cluster4
GCF_004110435_1_ASM411043v1_genomic',cluster5
GCF_004110455_1_ASM411045v1_genomic',cluster4
GCF_004110465_1_ASM411046v1_genomic',cluster5
GCF_004110475_1_ASM411047v1_genomic',cluster5
GCF_004110525_1_ASM411052v1_genomic',cluster5
GCF_004110535_1_ASM411053v1_genomic',cluster5
GCF_004110545_1_ASM411054v1_genomic',cluster1
GCF_004110565_1_ASM411056v1_genomic',cluster5
GCF_004110575_1_ASM411057v1_genomic',cluster5
GCF_004110625_1_ASM411062v1_genomic',cluster5
GCF_004110635_1_ASM411063v1_genomic',cluster5
GCF_004110645_1_ASM411064v1_genomic',cluster5
GCF_004110665_1_ASM411066v1_genomic',cluster5
GCF_004110695_1_ASM411069v1_genomic',cluster5
GCF_004110725_1_ASM411072v1_genomic',cluster1
GCF_004110735_1_ASM411073v1_genomic',cluster4
GCF_004110745_1_ASM411074v1_genomic',cluster4
GCF_004110755_1_ASM411075v1_genomic',cluster7
GCF_004110795_1_ASM411079v1_genomic',cluster5
GCF_004110825_1_ASM411082v1_genomic',cluster5
GCF_004110835_1_ASM411083v1_genomic',cluster5
GCF_004110845_1_ASM411084v1_genomic',cluster5
GCF_004110855_1_ASM411085v1_genomic',cluster5
GCF_004110865_1_ASM411086v1_genomic',cluster1
GCF_004110925_1_ASM411092v1_genomic',cluster5
GCF_004110935_1_ASM411093v1_genomic',cluster1
GCF_004110945_1_ASM411094v1_genomic',cluster5
GCF_004110965_1_ASM411096v1_genomic',cluster1
GCF_004110985_1_ASM411098v1_genomic',cluster5
GCF_004111025_1_ASM411102v1_genomic',cluster1
GCF_004111035_1_ASM411103v1_genomic',cluster5
GCF_004111045_1_ASM411104v1_genomic',cluster5
GCF_004111055_1_ASM411105v1_genomic',cluster5
GCF_004111085_1_ASM411108v1_genomic',cluster5
GCF_004111125_1_ASM411112v1_genomic',cluster5
GCF_004111135_1_ASM411113v1_genomic',cluster4
GCF_004111145_1_ASM411114v1_genomic',cluster1
GCF_004111165_1_ASM411116v1_genomic',cluster1
GCF_004111185_1_ASM411118v1_genomic',cluster4
GCF_004111225_1_ASM411122v1_genomic',cluster1
GCF_004111235_1_ASM411123v1_genomic',cluster1
GCF_004111245_1_ASM411124v1_genomic',cluster5
GCF_004111275_1_ASM411127v1_genomic',cluster7
GCF_004111285_1_ASM411128v1_genomic',cluster7
GCF_004111325_1_ASM411132v1_genomic',cluster4
GCF_004111335_1_ASM411133v1_genomic',cluster1
GCF_004111345_1_ASM411134v1_genomic',cluster7
GCF_004111355_1_ASM411135v1_genomic',cluster4
GCF_004111375_1_ASM411137v1_genomic',cluster5
GCF_004111425_1_ASM411142v1_genomic',cluster1
GCF_004111435_1_ASM411143v1_genomic',cluster5
GCF_004111455_1_ASM411145v1_genomic',cluster5
GCF_004111465_1_ASM411146v1_genomic',cluster4
GCF_004111505_1_ASM411150v1_genomic',cluster5
GCF_004111525_1_ASM411152v1_genomic',cluster1
GCF_004111535_1_ASM411153v1_genomic',cluster5
GCF_004111555_1_ASM411155v1_genomic',cluster5
GCF_004111575_1_ASM411157v1_genomic',cluster5
GCF_004111605_1_ASM411160v1_genomic',cluster5
GCF_004111625_1_ASM411162v1_genomic',cluster1
GCF_004111635_1_ASM411163v1_genomic',cluster5
GCF_004111665_1_ASM411166v1_genomic',cluster5
GCF_004111675_1_ASM411167v1_genomic',cluster1
GCF_004111685_1_ASM411168v1_genomic',cluster5
GCF_004111725_1_ASM411172v1_genomic',cluster4
GCF_004111735_1_ASM411173v1_genomic',cluster1
GCF_004111755_1_ASM411175v1_genomic',cluster1
GCF_004111765_1_ASM411176v1_genomic',cluster1
GCF_004111775_1_ASM411177v1_genomic',cluster5
GCF_004111825_1_ASM411182v1_genomic',cluster4
GCF_004111835_1_ASM411183v1_genomic',cluster7
GCF_004111845_1_ASM411184v1_genomic',cluster5
GCF_004111875_1_ASM411187v1_genomic',cluster1
GCF_004111885_1_ASM411188v1_genomic',cluster1
GCF_004111925_1_ASM411192v1_genomic',cluster4
GCF_004111935_1_ASM411193v1_genomic',cluster5
GCF_004111945_1_ASM411194v1_genomic',cluster5
GCF_004111955_1_ASM411195v1_genomic',cluster5
GCF_004111975_1_ASM411197v1_genomic',cluster1
GCF_004112025_1_ASM411202v1_genomic',cluster5
GCF_004112035_1_ASM411203v1_genomic',cluster5
GCF_004112055_1_ASM411205v1_genomic',cluster1
GCF_004112065_1_ASM411206v1_genomic',cluster5
GCF_004112085_1_ASM411208v1_genomic',cluster5
GCF_004112125_1_ASM411212v1_genomic',cluster4
GCF_004112135_1_ASM411213v1_genomic',cluster7
GCF_004112145_1_ASM411214v1_genomic',cluster4
GCF_004112155_1_ASM411215v1_genomic',cluster5
GCF_004112195_1_ASM411219v1_genomic',cluster4
GCF_004112225_1_ASM411222v1_genomic',cluster5
GCF_004112235_1_ASM411223v1_genomic',cluster5
GCF_004112245_1_ASM411224v1_genomic',cluster5
GCF_004112275_1_ASM411227v1_genomic',cluster5
GCF_004112295_1_ASM411229v1_genomic',cluster4
GCF_004112325_1_ASM411232v1_genomic',cluster5
GCF_004112335_1_ASM411233v1_genomic',cluster5
GCF_004112345_1_ASM411234v1_genomic',cluster5
GCF_004112355_1_ASM411235v1_genomic',cluster5
GCF_004112395_1_ASM411239v1_genomic',cluster4
GCF_004112425_1_ASM411242v1_genomic',cluster5
GCF_004112435_1_ASM411243v1_genomic',cluster5
GCF_004112455_1_ASM411245v1_genomic',cluster1
GCF_004112465_1_ASM411246v1_genomic',cluster5
GCF_004112485_1_ASM411248v1_genomic',cluster1
GCF_004112525_1_ASM411252v1_genomic',cluster1
GCF_004112535_1_ASM411253v1_genomic',cluster5
GCF_004112545_1_ASM411254v1_genomic',cluster5
GCF_004112565_1_ASM411256v1_genomic',cluster1
GCF_004112575_1_ASM411257v1_genomic',cluster7
GCF_004112625_1_ASM411262v1_genomic',cluster4
GCF_004112635_1_ASM411263v1_genomic',cluster5
GCF_004112665_1_ASM411266v1_genomic',cluster5
GCF_004112675_1_ASM411267v1_genomic',cluster5
GCF_004112695_1_ASM411269v1_genomic',cluster4
GCF_004112725_1_ASM411272v1_genomic',cluster5
GCF_004112735_1_ASM411273v1_genomic',cluster5
GCF_004112755_1_ASM411275v1_genomic',cluster5
GCF_004112765_1_ASM411276v1_genomic',cluster5
GCF_004112785_1_ASM411278v1_genomic',cluster1
GCF_004112825_1_ASM411282v1_genomic',cluster5
GCF_004112835_1_ASM411283v1_genomic',cluster4
GCF_004112845_1_ASM411284v1_genomic',cluster1
GCF_004112875_1_ASM411287v1_genomic',cluster7
GCF_004112885_1_ASM411288v1_genomic',cluster4
GCF_004112925_1_ASM411292v1_genomic',cluster4
GCF_004112935_1_ASM411293v1_genomic',cluster5
GCF_004112945_1_ASM411294v1_genomic',cluster5
GCF_004112955_1_ASM411295v1_genomic',cluster5
GCF_004113005_1_ASM411300v1_genomic',cluster4
GCF_004113025_1_ASM411302v1_genomic',cluster5
GCF_004113035_1_ASM411303v1_genomic',cluster5
GCF_004113045_1_ASM411304v1_genomic',cluster5
GCF_004113065_1_ASM411306v1_genomic',cluster1
GCF_004113095_1_ASM411309v1_genomic',cluster1
GCF_004113125_1_ASM411312v1_genomic',cluster5
GCF_004113135_1_ASM411313v1_genomic',cluster5
GCF_004113145_1_ASM411314v1_genomic',cluster7
GCF_004113155_1_ASM411315v1_genomic',cluster5
GCF_004113165_1_ASM411316v1_genomic',cluster5
GCF_004113225_1_ASM411322v1_genomic',cluster7
GCF_004113235_1_ASM411323v1_genomic',cluster5
GCF_004113265_1_ASM411326v1_genomic',cluster5
GCF_004113275_1_ASM411327v1_genomic',cluster1
GCF_004113285_1_ASM411328v1_genomic',cluster5
GCF_004113325_1_ASM411332v1_genomic',cluster5
GCF_004113335_1_ASM411333v1_genomic',cluster4
GCF_004113345_1_ASM411334v1_genomic',cluster1
GCF_004113355_1_ASM411335v1_genomic',cluster1
GCF_004113365_1_ASM411336v1_genomic',cluster5
GCF_004113425_1_ASM411342v1_genomic',cluster5
GCF_004113435_1_ASM411343v1_genomic',cluster5
GCF_004113445_1_ASM411344v1_genomic',cluster1
GCF_004113485_1_ASM411348v1_genomic',cluster5
GCF_004113495_1_ASM411349v1_genomic',cluster5
GCF_004113525_1_ASM411352v1_genomic',cluster5
GCF_004113535_1_ASM411353v1_genomic',cluster4
GCF_004113545_1_ASM411354v1_genomic',cluster5
GCF_004113565_1_ASM411356v1_genomic',cluster1
GCF_004113575_1_ASM411357v1_genomic',cluster1
GCF_004113625_1_ASM411362v1_genomic',cluster4
GCF_004113635_1_ASM411363v1_genomic',cluster1
GCF_004113645_1_ASM411364v1_genomic',cluster7
GCF_004113655_1_ASM411365v1_genomic',cluster1
GCF_004113665_1_ASM411366v1_genomic',cluster1
GCF_004113725_1_ASM411372v1_genomic',cluster5
GCF_004113735_1_ASM411373v1_genomic',cluster5
GCF_004113745_1_ASM411374v1_genomic',cluster5
GCF_004113775_1_ASM411377v1_genomic',cluster1
GCF_004113785_1_ASM411378v1_genomic',cluster1
GCF_004113825_1_ASM411382v1_genomic',cluster5
GCF_004113845_1_ASM411384v1_genomic',cluster1
GCF_004113855_1_ASM411385v1_genomic',cluster5
GCF_004113865_1_ASM411386v1_genomic',cluster5
GCF_004113875_1_ASM411387v1_genomic',cluster1
GCF_004113925_1_ASM411392v1_genomic',cluster1
GCF_004113935_1_ASM411393v1_genomic',cluster5
GCF_004113945_1_ASM411394v1_genomic',cluster1
GCF_004113975_1_ASM411397v1_genomic',cluster1
GCF_004113995_1_ASM411399v1_genomic',cluster1
GCF_004114025_1_ASM411402v1_genomic',cluster1
GCF_004114035_1_ASM411403v1_genomic',cluster1
GCF_004114045_1_ASM411404v1_genomic',cluster5
GCF_004114055_1_ASM411405v1_genomic',cluster1
GCF_004114075_1_ASM411407v1_genomic',cluster1
GCF_004114125_1_ASM411412v1_genomic',cluster5
GCF_004114135_1_ASM411413v1_genomic',cluster5
GCF_004114145_1_ASM411414v1_genomic',cluster1
GCF_004114155_1_ASM411415v1_genomic',cluster5
GCF_004121325_1_ASM412132v1_genomic',cluster9
GCF_004121335_1_ASM412133v1_genomic',cluster5
GCF_004121375_1_ASM412137v1_genomic',cluster9
GCF_004121385_1_ASM412138v1_genomic',cluster9
GCF_004121405_1_ASM412140v1_genomic',cluster3
GCF_004121425_1_ASM412142v1_genomic',cluster5
GCF_004121445_1_ASM412144v1_genomic',cluster9
GCF_004121465_1_ASM412146v1_genomic',cluster5
GCF_004121485_1_ASM412148v1_genomic',cluster5
GCF_004121505_1_ASM412150v1_genomic',cluster9
GCF_004121535_1_ASM412153v1_genomic',cluster9
GCF_004121545_1_ASM412154v1_genomic',cluster9
GCF_004121565_1_ASM412156v1_genomic',cluster9
GCF_004121595_1_ASM412159v1_genomic',cluster3
GCF_004122555_1_ASM412255v1_genomic',cluster9
GCF_004122565_1_ASM412256v1_genomic',cluster5
GCF_004135425_1_ASM413542v1_genomic',cluster9
GCF_004135435_1_ASM413543v1_genomic',cluster9
GCF_004135445_1_ASM413544v1_genomic',cluster9
GCF_004135465_1_ASM413546v1_genomic',cluster9
GCF_004135525_1_ASM413552v1_genomic',cluster9
GCF_004135535_1_ASM413553v1_genomic',cluster9
GCF_004135545_1_ASM413554v1_genomic',cluster9
GCF_004136435_1_ASM413643v1_genomic',cluster9
GCF_004136445_1_ASM413644v1_genomic',cluster9
GCF_004136455_1_ASM413645v1_genomic',cluster9
GCF_004143585_1_ASM414358v1_genomic',cluster3
GCF_004327545_1_ASM432754v1_genomic',cluster5
GCF_004327555_1_ASM432755v1_genomic',cluster5
GCF_004327575_1_ASM432757v1_genomic',cluster5
GCF_004327585_1_ASM432758v1_genomic',cluster5
GCF_004327645_1_ASM432764v1_genomic',cluster5
GCF_004327655_1_ASM432765v1_genomic',cluster5
GCF_004327665_1_ASM432766v1_genomic',cluster5
GCF_004327685_1_ASM432768v1_genomic',cluster5
GCF_004745605_1_ASM474560v1_genomic',cluster3
GCF_004745845_1_ASM474584v1_genomic',cluster3
GCF_004745885_1_ASM474588v1_genomic',cluster3
GCF_004785805_1_ASM478580v1_genomic',cluster3
GCF_005144725_1_ASM514472v1_genomic',cluster7
GCF_005155785_1_ASM515578v1_genomic',cluster2
GCF_005156105_1_ASM515610v1_genomic',cluster2
GCF_005239005_1_ASM523900v1_genomic',cluster7
GCF_005239015_1_ASM523901v1_genomic',cluster1
GCF_005239025_1_ASM523902v1_genomic',cluster5
GCF_005239035_1_ASM523903v1_genomic',cluster5
GCF_005239055_1_ASM523905v1_genomic',cluster5
GCF_006379045_1_ASM637904v1_genomic',cluster3
GCF_006379075_1_ASM637907v1_genomic',cluster3
GCF_006379085_1_ASM637908v1_genomic',cluster8
GCF_006379095_1_ASM637909v1_genomic',cluster3
GCF_006379125_1_ASM637912v1_genomic',cluster3
GCF_006379145_1_ASM637914v1_genomic',cluster3
GCF_006379165_1_ASM637916v1_genomic',cluster3
GCF_006379175_1_ASM637917v1_genomic',cluster3
GCF_006379215_1_ASM637921v1_genomic',cluster5
GCF_006379225_1_ASM637922v1_genomic',cluster3
GCF_006379235_1_ASM637923v1_genomic',cluster3
GCF_006379245_1_ASM637924v1_genomic',cluster8
GCF_006379265_1_ASM637926v1_genomic',cluster8
GCF_006379315_1_ASM637931v1_genomic',cluster3
GCF_006379345_1_ASM637934v1_genomic',cluster3
GCF_007004165_1_ASM700416v1_genomic',cluster1
GCF_007833935_1_ASM783393v1_genomic',cluster5
GCF_007859375_1_ASM785937v1_genomic',cluster5
GCF_007859385_1_ASM785938v1_genomic',cluster5
GCF_007859415_1_ASM785941v1_genomic',cluster5
GCF_007859445_1_ASM785944v1_genomic',cluster5
GCF_007859475_1_ASM785947v1_genomic',cluster5
GCF_007859485_1_ASM785948v1_genomic',cluster5
GCF_007859505_1_ASM785950v1_genomic',cluster5
GCF_007859525_1_ASM785952v1_genomic',cluster5
GCF_007859535_1_ASM785953v1_genomic',cluster5
GCF_007922985_1_ASM792298v1_genomic',cluster2
GCF_007922995_1_ASM792299v1_genomic',cluster2
GCF_007989865_1_ASM798986v1_genomic',cluster2
GCF_007989925_1_ASM798992v1_genomic',cluster2
GCF_007989935_1_ASM798993v1_genomic',cluster2
GCF_007990005_1_ASM799000v1_genomic',cluster2
GCF_007990015_1_ASM799001v1_genomic',cluster2
GCF_007990045_1_ASM799004v1_genomic',cluster2
GCF_007990055_1_ASM799005v1_genomic',cluster2
GCF_007990075_1_ASM799007v1_genomic',cluster2
GCF_007990105_1_ASM799010v1_genomic',cluster2
GCF_007993015_1_ASM799301v1_genomic',cluster7
GCF_008014305_1_ASM801430v1_genomic',cluster3
GCF_008014335_1_ASM801433v1_genomic',cluster3
GCF_008014355_1_ASM801435v1_genomic',cluster3
GCF_008014385_1_ASM801438v1_genomic',cluster3
GCF_008014405_1_ASM801440v1_genomic',cluster3
GCF_008014435_1_ASM801443v1_genomic',cluster3
GCF_008014445_1_ASM801444v1_genomic',cluster3
GCF_008014465_1_ASM801446v1_genomic',cluster3
GCF_008014485_1_ASM801448v1_genomic',cluster3
GCF_008014515_1_ASM801451v1_genomic',cluster3
GCF_008014535_1_ASM801453v1_genomic',cluster3
GCF_008014545_1_ASM801454v1_genomic',cluster3
GCF_008014555_1_ASM801455v1_genomic',cluster3
GCF_008014575_1_ASM801457v1_genomic',cluster3
GCF_008014605_1_ASM801460v1_genomic',cluster3
GCF_008033095_1_ASM803309v1_genomic',cluster2
GCF_008042395_1_ASM804239v1_genomic',cluster7
GCF_008042425_1_ASM804242v1_genomic',cluster7
GCF_008423605_1_ASM842360v1_genomic',cluster3
GCF_008761675_1_ASM876167v1_genomic',cluster5
GCF_008761715_1_ASM876171v1_genomic',cluster3
GCF_008761725_1_ASM876172v1_genomic',cluster5
GCF_008761735_1_ASM876173v1_genomic',cluster5
GCF_008761745_1_ASM876174v1_genomic',cluster5
GCF_008761755_1_ASM876175v1_genomic',cluster3
GCF_008761795_1_ASM876179v1_genomic',cluster9
GCF_008761825_1_ASM876182v1_genomic',cluster5
GCF_008761845_1_ASM876184v1_genomic',cluster5
GCF_008761855_1_ASM876185v1_genomic',cluster5
GCF_008761865_1_ASM876186v1_genomic',cluster5
GCF_008761915_1_ASM876191v1_genomic',cluster5
GCF_008761925_1_ASM876192v1_genomic',cluster9
GCF_008761975_1_ASM876197v1_genomic',cluster5
GCF_008761995_1_ASM876199v1_genomic',cluster5
GCF_008762005_1_ASM876200v1_genomic',cluster5
GCF_008762015_1_ASM876201v1_genomic',cluster5
GCF_008762075_1_ASM876207v1_genomic',cluster5
GCF_008762085_1_ASM876208v1_genomic',cluster3
GCF_008762095_1_ASM876209v1_genomic',cluster5
GCF_008762105_1_ASM876210v1_genomic',cluster5
GCF_008762115_1_ASM876211v1_genomic',cluster5
GCF_008762195_1_ASM876219v1_genomic',cluster5
GCF_008762205_1_ASM876220v1_genomic',cluster1
GCF_008762215_1_ASM876221v1_genomic',cluster5
GCF_008762275_1_ASM876227v1_genomic',cluster5
GCF_008762285_1_ASM876228v1_genomic',cluster5
GCF_008762295_1_ASM876229v1_genomic',cluster3
GCF_008762305_1_ASM876230v1_genomic',cluster5
GCF_008762315_1_ASM876231v1_genomic',cluster5
GCF_008762355_1_ASM876235v1_genomic',cluster5
GCF_008762375_1_ASM876237v1_genomic',cluster5
GCF_008762395_1_ASM876239v1_genomic',cluster5
GCF_008762405_1_ASM876240v1_genomic',cluster5
GCF_008762415_1_ASM876241v1_genomic',cluster7
GCF_008762455_1_ASM876245v1_genomic',cluster5
GCF_008762495_1_ASM876249v1_genomic',cluster5
GCF_009025655_1_ASM902565v1_genomic',cluster5
GCF_009208275_1_ASM920827v1_genomic',cluster9
GCF_009208285_1_ASM920828v1_genomic',cluster9
GCF_009208335_1_ASM920833v1_genomic',cluster9
GCF_009208355_1_ASM920835v1_genomic',cluster9
GCF_009208365_1_ASM920836v1_genomic',cluster9
GCF_009208405_1_ASM920840v1_genomic',cluster3
GCF_009208475_1_ASM920847v1_genomic',cluster9
GCF_009389675_1_ASM938967v1_genomic',cluster3
GCF_009663875_1_ASM966387v1_genomic',cluster3
GCF_009664875_1_ASM966487v1_genomic',cluster9
GCF_009730215_1_ASM973021v1_genomic',cluster9
GCF_009730235_1_ASM973023v1_genomic',cluster5
GCF_009757295_1_ASM975729v1_genomic',cluster9
GCF_009762675_2_ASM976267v2_genomic',cluster4
GCF_009823635_1_ASM982363v1_genomic',cluster5
GCF_009833985_1_ASM983398v1_genomic',cluster4
GCF_009834005_1_ASM983400v1_genomic',cluster4
GCF_009857015_1_ASM985701v1_genomic',cluster5
GCF_009866545_1_ASM986654v1_genomic',cluster7
GCF_009866555_1_ASM986655v1_genomic',cluster3
GCF_009866565_1_ASM986656v1_genomic',cluster7
GCF_009866575_1_ASM986657v1_genomic',cluster5
GCF_009932075_1_ASM993207v1_genomic',cluster3
GCF_009932165_1_ASM993216v1_genomic',cluster5
GCF_009932195_1_ASM993219v1_genomic',cluster5
GCF_009932205_1_ASM993220v1_genomic',cluster3
GCF_009932255_1_ASM993225v1_genomic',cluster5
GCF_009932535_1_ASM993253v1_genomic',cluster7
GCF_009932575_1_ASM993257v1_genomic',cluster5
GCF_010367515_1_ASM1036751v1_genomic',cluster3
GCF_011392515_1_ASM1139251v1_genomic',cluster2
GCF_011392525_1_ASM1139252v1_genomic',cluster2
GCF_011392565_1_ASM1139256v1_genomic',cluster2
GCF_012029475_1_ASM1202947v1_genomic',cluster3
GCF_012029495_1_ASM1202949v1_genomic',cluster9
GCF_012163215_1_ASM1216321v1_genomic',cluster3
GCF_012163255_1_ASM1216325v1_genomic',cluster3
GCF_012163265_1_ASM1216326v1_genomic',cluster5
GCF_012163275_1_ASM1216327v1_genomic',cluster3
GCF_012163315_1_ASM1216331v1_genomic',cluster5
GCF_012524155_1_ASM1252415v1_genomic',cluster5
GCF_012524255_1_ASM1252425v1_genomic',cluster1
GCF_012923765_1_ASM1292376v1_genomic',cluster9
GCF_012931865_1_ASM1293186v1_genomic',cluster3
GCF_012931875_1_ASM1293187v1_genomic',cluster3
GCF_012931905_1_ASM1293190v1_genomic',cluster3
GCF_012931915_1_ASM1293191v1_genomic',cluster3
GCF_012932035_1_ASM1293203v1_genomic',cluster3
GCF_012932055_1_ASM1293205v1_genomic',cluster3
GCF_012932075_1_ASM1293207v1_genomic',cluster3
GCF_013010385_1_ASM1301038v1_genomic',cluster1
GCF_013267635_1_ASM1326763v1_genomic',cluster5
GCF_013267655_1_ASM1326765v1_genomic',cluster4
GCF_014217175_1_ASM1421717v1_genomic',cluster5
GCF_014217195_1_ASM1421719v1_genomic',cluster5
GCF_014489215_1_ASM1448921v1_genomic',cluster2
GCF_014489235_1_ASM1448923v1_genomic',cluster9
GCF_014489295_1_ASM1448929v1_genomic',cluster9
GCF_014884625_1_ASM1488462v1_genomic',cluster1
GCF_014884645_1_ASM1488464v1_genomic',cluster4
GCF_014884665_1_ASM1488466v1_genomic',cluster4
GCF_014899205_1_ASM1489920v1_genomic',cluster7
GCF_014899225_1_ASM1489922v1_genomic',cluster4
